valueDate,notes,organization,email,clientName,amount,currency
30-Sep-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,574,USD
25-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PE,917,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,767,USD
10-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CO,950,USD
16-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,BR,342,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,NO,911,USD
04-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,AR,571,USD
30-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,MY,781,USD
20-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,TN,173,USD
19-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,768,USD
24-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,199,USD
20-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,TT,309,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,BR,411,USD
27-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CU,449,USD
30-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,MY,457,USD
08-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,988,USD
25-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,725,USD
26-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,746,USD
09-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,856,USD
17-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,595,USD
18-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PE,456,USD
09-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,IS,169,USD
17-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,677,USD
11-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PH,684,USD
10-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,392,USD
21-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,565,USD
06-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,135,USD
05-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,463,USD
31-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,920,USD
17-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,935,USD
06-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,500,USD
22-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CU,426,USD
01-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,FO,208,USD
23-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,SI,842,USD
20-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CZ,912,USD
25-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PK,743,USD
20-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,160,USD
07-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PE,312,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,699,USD
21-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,614,USD
30-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,UA,703,USD
29-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PH,413,USD
25-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,876,USD
21-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,FR,519,USD
14-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,UA,501,USD
13-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,975,USD
13-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,HT,441,USD
23-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,125,USD
19-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,517,USD
06-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,323,USD
11-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,EC,504,USD
04-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,HT,901,USD
02-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,366,USD
07-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CM,329,USD
29-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,336,USD
11-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,833,USD
30-Sep-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,458,USD
31-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,262,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,WS,172,USD
01-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,577,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,MK,152,USD
06-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,328,USD
11-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CA,483,USD
19-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,556,USD
06-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,999,USD
08-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PL,161,USD
30-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,AZ,207,USD
16-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,US,512,USD
01-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,EG,722,USD
15-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PL,419,USD
20-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,967,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,194,USD
22-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PH,277,USD
23-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,BD,651,USD
18-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,401,USD
01-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,SE,980,USD
05-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,US,880,USD
18-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PH,572,USD
03-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,ID,523,USD
30-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CO,289,USD
05-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PL,500,USD
05-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,572,USD
15-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,JP,148,USD
25-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CA,634,USD
08-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PL,747,USD
23-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,UA,306,USD
10-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CL,103,USD
01-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PK,234,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,CN,107,USD
08-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,SY,586,USD
26-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PT,881,USD
03-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,MA,664,USD
25-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,FR,714,USD
26-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,SY,333,USD
13-Nov-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,362,USD
24-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,NL,874,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,UA,774,USD
24-Jan-22,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,US,568,USD
15-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,AM,211,USD
05-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,PE,920,USD
09-Oct-21,Job Done,Ever Technologies LTD,julia@qwerty.co.ke,RU,931,USD
